"Index Name","Date","Open","High","Low","Close"
"NIFTY PSE","05 Jul 2024","10953.4","11101.65","10907.15","11095.20"
"NIFTY PSE","04 Jul 2024","10946.45","11011.3","10892.9","10941.90"
"NIFTY PSE","03 Jul 2024","10769.9","10897.7","10752.45","10888.05"
"NIFTY PSE","02 Jul 2024","10769.25","10800.8","10612.25","10714.65"
"NIFTY PSE","01 Jul 2024","10742.6","10753.6","10631.45","10732.15"
"NIFTY PSE","28 Jun 2024","10661.3","10789.2","10652.25","10685.50"
"NIFTY PSE","27 Jun 2024","10549.7","10642.1","10499.95","10615.30"
"NIFTY PSE","26 Jun 2024","10572.7","10590.3","10519.55","10543.15"
"NIFTY PSE","25 Jun 2024","10695.45","10714.45","10547.9","10570.00"
"NIFTY PSE","24 Jun 2024","10571.7","10675.25","10484.25","10647.80"
"NIFTY PSE","21 Jun 2024","10710.9","10781.05","10584.35","10605.05"
"NIFTY PSE","20 Jun 2024","10695.15","10727.85","10540.25","10664.25"
"NIFTY PSE","19 Jun 2024","10949.9","10955.9","10665.45","10678.05"
"NIFTY PSE","18 Jun 2024","10917.7","10926","10838.55","10913.95"
"NIFTY PSE","14 Jun 2024","10758.8","10820.35","10676.5","10804.90"
"NIFTY PSE","13 Jun 2024","10724.65","10726.35","10563.25","10710.15"
"NIFTY PSE","12 Jun 2024","10563.2","10677.05","10501.5","10622.45"
"NIFTY PSE","11 Jun 2024","10419","10527.1","10367.4","10476.60"
"NIFTY PSE","10 Jun 2024","10411.95","10460.9","10301.65","10340.20"
"NIFTY PSE","07 Jun 2024","10091.05","10307.15","9983.2","10296.30"
"NIFTY PSE","06 Jun 2024","9922.55","10329.55","9903.25","10070.20"
"NIFTY PSE","05 Jun 2024","9741.55","9773.15","9015.3","9713.15"
"NIFTY PSE","04 Jun 2024","11269.05","11269.05","8990.5","9475.10"
"NIFTY PSE","03 Jun 2024","11251.1","11353.35","10993.75","11331.80"
"NIFTY PSE","31 May 2024","10530.5","10563.7","10342.3","10511.10"
"NIFTY PSE","30 May 2024","10613.15","10636.5","10399.6","10440.55"
"NIFTY PSE","29 May 2024","10558.6","10688.5","10513.3","10621.20"
"NIFTY PSE","28 May 2024","10844.5","10849.45","10569.25","10653.85"
"NIFTY PSE","27 May 2024","10910.8","10914.6","10669.8","10801.20"
"NIFTY PSE","24 May 2024","10697.3","10917.3","10670.5","10825.90"
"NIFTY PSE","23 May 2024","10704.7","10725.7","10625.2","10696.45"
"NIFTY PSE","22 May 2024","10729.15","10729.75","10512.85","10687.75"
"NIFTY PSE","21 May 2024","10521.45","10692.5","10473.45","10664.15"
"NIFTY PSE","18 May 2024","10398.05","10468.25","10382.85","10445.00"
"NIFTY PSE","17 May 2024","10239.25","10341.85","10195.15","10331.30"
"NIFTY PSE","16 May 2024","10160","10216.95","9973.75","10193.65"
"NIFTY PSE","15 May 2024","9959","10111.45","9953.45","10090.30"
"NIFTY PSE","14 May 2024","9776.6","9925.3","9774.4","9915.75"
"NIFTY PSE","13 May 2024","9798.6","9801","9500.05","9734.45"
"NIFTY PSE","10 May 2024","9708","9782.45","9560.95","9768.75"
"NIFTY PSE","09 May 2024","9998.45","10020.45","9601.35","9626.60"
"NIFTY PSE","08 May 2024","9719.05","10044.35","9698.4","9966.25"
"NIFTY PSE","07 May 2024","10033.8","10039.65","9683.85","9733.35"
"NIFTY PSE","06 May 2024","10270.95","10276.4","9854.85","9982.50"
"NIFTY PSE","03 May 2024","10283.55","10388.4","10168.65","10268.75"
"NIFTY PSE","02 May 2024","10042.75","10255.85","10027.15","10222.00"
"NIFTY PSE","30 Apr 2024","9996.25","10073.9","9954.3","9993.35"
"NIFTY PSE","29 Apr 2024","9947.55","9954.25","9866.9","9938.55"
"NIFTY PSE","26 Apr 2024","9868.75","9931.8","9845.4","9879.90"
"NIFTY PSE","25 Apr 2024","9707.2","9844.65","9677","9828.05"
"NIFTY PSE","24 Apr 2024","9592.35","9738.7","9566.25","9699.30"
"NIFTY PSE","23 Apr 2024","9591.1","9593.7","9524.6","9546.95"
"NIFTY PSE","22 Apr 2024","9585","9595.05","9505.9","9536.80"
"NIFTY PSE","19 Apr 2024","9368.2","9519.2","9260.8","9474.35"
"NIFTY PSE","18 Apr 2024","9704.6","9740.9","9428.05","9468.85"
"NIFTY PSE","16 Apr 2024","9489.4","9657.65","9420.45","9589.85"
"NIFTY PSE","15 Apr 2024","9444.65","9645.8","9321.55","9542.25"
"NIFTY PSE","12 Apr 2024","9636.15","9712.5","9568.85","9581.30"
"NIFTY PSE","10 Apr 2024","9534.80","9691.70","9530.95","9644.15"
"NIFTY PSE","09 Apr 2024","9577.30","9581.25","9453.65","9507.55"
"NIFTY PSE","08 Apr 2024","9526.15","9564.40","9485.00","9540.35"
"NIFTY PSE","05 Apr 2024","9466.90","9496.25","9353.95","9484.85"
"NIFTY PSE","04 Apr 2024","9605.90","9638.00","9392.30","9464.95"
"NIFTY PSE","03 Apr 2024","9443.25","9562.55","9400.75","9528.35"
"NIFTY PSE","02 Apr 2024","9317.40","9455.55","9297.80","9447.35"
"NIFTY PSE","01 Apr 2024","9203.40","9301.25","9183.65","9292.35"
"NIFTY PSE","28 Mar 2024","9044.35","9188.70","9038.95","9122.15"
"NIFTY PSE","27 Mar 2024","9093.90","9140.45","8977.95","8996.05"
"NIFTY PSE","26 Mar 2024","8907.65","9073.25","8893.45","9043.85"
"NIFTY PSE","22 Mar 2024","8924.45","9035.60","8842.75","8968.25"
"NIFTY PSE","21 Mar 2024","8738.75","8948.70","8729.10","8934.85"
"NIFTY PSE","20 Mar 2024","8613.35","8668.60","8457.50","8631.70"
"NIFTY PSE","19 Mar 2024","8695.50","8733.65","8527.90","8568.65"
"NIFTY PSE","18 Mar 2024","8732.20","8831.20","8685.00","8736.25"
"NIFTY PSE","15 Mar 2024","8927.75","8971.00","8428.65","8722.35"
"NIFTY PSE","14 Mar 2024","8732.30","8966.00","8679.25","8943.05"
"NIFTY PSE","13 Mar 2024","9372.25","9376.00","8666.65","8756.40"
"NIFTY PSE","12 Mar 2024","9516.70","9540.05","9338.50","9379.70"
"NIFTY PSE","11 Mar 2024","9593.00","9642.95","9492.80","9514.35"
"NIFTY PSE","07 Mar 2024","9617.95","9683.75","9574.35","9598.80"
"NIFTY PSE","06 Mar 2024","9683.65","9731.80","9410.90","9604.85"
"NIFTY PSE","05 Mar 2024","9614.40","9682.65","9563.20","9666.55"
"NIFTY PSE","04 Mar 2024","9432.25","9649.10","9422.50","9603.95"
"NIFTY PSE","02 Mar 2024","9380.15","9395.40","9341.80","9380.40"
"NIFTY PSE","01 Mar 2024","9201.05","9357.05","9197.10","9346.95"
"NIFTY PSE","29 Feb 2024","9101.70","9178.05","8986.45","9138.85"
"NIFTY PSE","28 Feb 2024","9280.20","9296.55","9063.45","9084.60"
"NIFTY PSE","27 Feb 2024","9291.55","9356.75","9205.60","9270.25"
"NIFTY PSE","26 Feb 2024","9318.15","9357.55","9252.35","9322.20"
"NIFTY PSE","23 Feb 2024","9355.90","9364.30","9270.40","9318.60"
"NIFTY PSE","22 Feb 2024","9260.85","9354.15","9069.05","9333.60"
"NIFTY PSE","21 Feb 2024","9493.80","9522.90","9186.35","9225.95"
"NIFTY PSE","20 Feb 2024","9417.15","9482.80","9353.75","9462.20"
"NIFTY PSE","19 Feb 2024","9478.15","9532.30","9389.80","9411.30"
"NIFTY PSE","16 Feb 2024","9526.45","9564.20","9403.95","9424.10"
"NIFTY PSE","15 Feb 2024","9280.05","9507.85","9266.65","9469.20"
"NIFTY PSE","14 Feb 2024","8844.15","9230.95","8788.80","9200.30"
"NIFTY PSE","13 Feb 2024","8848.75","8955.40","8721.25","8903.35"
"NIFTY PSE","12 Feb 2024","9170.45","9206.45","8768.95","8820.90"
"NIFTY PSE","09 Feb 2024","9469.75","9478.15","8936.45","9170.05"
"NIFTY PSE","08 Feb 2024","9358.55","9524.00","9331.25","9420.80"
"NIFTY PSE","07 Feb 2024","9363.85","9389.75","9226.35","9292.05"
"NIFTY PSE","06 Feb 2024","9251.40","9318.60","9062.90","9307.65"
"NIFTY PSE","05 Feb 2024","9111.25","9334.90","9034.45","9189.20"
"NIFTY PSE","02 Feb 2024","8782.45","9051.95","8776.15","9005.00"
"NIFTY PSE","01 Feb 2024","8733.50","8783.50","8621.60","8711.05"
"NIFTY PSE","31 Jan 2024","8647.80","8683.80","8588.25","8670.25"
"NIFTY PSE","30 Jan 2024","8712.20","8761.65","8606.05","8616.45"
"NIFTY PSE","29 Jan 2024","8410.50","8682.40","8384.85","8657.80"
"NIFTY PSE","25 Jan 2024","8341.85","8409.20","8282.05","8334.50"
"NIFTY PSE","24 Jan 2024","8069.05","8310.75","7981.45","8294.05"
"NIFTY PSE","23 Jan 2024","8530.20","8530.20","7971.15","8037.60"
"NIFTY PSE","20 Jan 2024","8378.85","8478.10","8370.25","8399.00"
"NIFTY PSE","19 Jan 2024","8162.35","8324.15","8147.60","8311.70"
"NIFTY PSE","18 Jan 2024","8065.75","8123.80","7857.25","8078.95"
"NIFTY PSE","17 Jan 2024","8153.95","8244.75","8091.65","8128.05"
"NIFTY PSE","16 Jan 2024","8244.60","8264.10","8117.30","8208.25"
"NIFTY PSE","15 Jan 2024","8147.45","8232.40","8068.70","8221.70"
"NIFTY PSE","12 Jan 2024","8069.35","8093.40","8001.35","8077.95"
"NIFTY PSE","11 Jan 2024","8045.10","8074.30","8004.40","8033.00"
"NIFTY PSE","10 Jan 2024","8061.90","8065.65","7899.00","7997.05"
"NIFTY PSE","09 Jan 2024","8127.75","8140.05","8066.10","8078.45"
"NIFTY PSE","08 Jan 2024","8125.90","8149.30","8049.45","8060.40"
"NIFTY PSE","05 Jan 2024","8137.00","8164.60","8022.90","8080.45"
"NIFTY PSE","04 Jan 2024","7982.15","8089.10","7963.00","8065.75"
"NIFTY PSE","03 Jan 2024","7925.55","7977.30","7859.60","7938.80"
"NIFTY PSE","02 Jan 2024","7965.20","7965.25","7802.10","7928.70"
"NIFTY PSE","01 Jan 2024","7900.75","7995.65","7878.45","7928.45"
"NIFTY PSE","29 Dec 2023","7886.80","7889.45","7806.25","7854.95"
"NIFTY PSE","28 Dec 2023","7761.80","7924.90","7739.30","7900.40"
"NIFTY PSE","27 Dec 2023","7810.00","7817.10","7678.15","7719.15"
"NIFTY PSE","26 Dec 2023","7653.75","7777.00","7636.40","7760.90"
"NIFTY PSE","22 Dec 2023","7620.95","7654.85","7532.80","7611.60"
"NIFTY PSE","21 Dec 2023","7339.20","7578.95","7297.10","7564.05"
"NIFTY PSE","20 Dec 2023","7755.75","7818.35","7372.00","7409.10"
"NIFTY PSE","19 Dec 2023","7677.45","7719.55","7594.20","7702.85"
