"Index Name","Date","Open","High","Low","Close"
"NIFTY NEXT 50","05 Jul 2024","72984.85","73483.8","72785.65","73426.55"
"NIFTY NEXT 50","04 Jul 2024","72877.2","73131.8","72534.95","72928.25"
"NIFTY NEXT 50","03 Jul 2024","72220.4","72635.85","72112.7","72584.95"
"NIFTY NEXT 50","02 Jul 2024","72428","72431.7","71335.2","71807.50"
"NIFTY NEXT 50","01 Jul 2024","71727.5","72247.65","71536.05","72197.25"
"NIFTY NEXT 50","28 Jun 2024","71536.05","71829","71365.15","71523.45"
"NIFTY NEXT 50","27 Jun 2024","71204.8","71578.2","70654.35","71340.65"
"NIFTY NEXT 50","26 Jun 2024","71271.1","71520.1","71032.55","71235.80"
"NIFTY NEXT 50","25 Jun 2024","71915.7","72049.35","71257.3","71360.85"
"NIFTY NEXT 50","24 Jun 2024","70944.85","71693.1","70383.1","71642.25"
"NIFTY NEXT 50","21 Jun 2024","71847.4","71878.25","70970.8","71111.80"
"NIFTY NEXT 50","20 Jun 2024","71649.85","71843.6","71025.75","71632.20"
"NIFTY NEXT 50","19 Jun 2024","72596.4","72614.6","71303.95","71536.70"
"NIFTY NEXT 50","18 Jun 2024","72333.85","72414.35","72051.2","72345.70"
"NIFTY NEXT 50","14 Jun 2024","71215.55","71970.25","71078.05","71892.15"
"NIFTY NEXT 50","13 Jun 2024","70831.4","70933.55","70231.8","70842.55"
"NIFTY NEXT 50","12 Jun 2024","69991.35","70361.95","69858.4","70202.15"
"NIFTY NEXT 50","11 Jun 2024","69922.15","70183.9","69598.1","69678.70"
"NIFTY NEXT 50","10 Jun 2024","69722.25","70049.5","69233.4","69744.60"
"NIFTY NEXT 50","07 Jun 2024","68331.05","69300","67897.7","69222.25"
"NIFTY NEXT 50","06 Jun 2024","67567.55","68790.3","67553.7","68224.45"
"NIFTY NEXT 50","05 Jun 2024","65266.6","67079.5","62764.25","66835.40"
"NIFTY NEXT 50","04 Jun 2024","70511.3","70511.3","60663.4","64022.15"
"NIFTY NEXT 50","03 Jun 2024","70871.9","70871.9","69492.65","70620.25"
"NIFTY NEXT 50","31 May 2024","67799.1","67926.1","66816.3","67527.65"
"NIFTY NEXT 50","30 May 2024","68000.7","68161.35","67162.3","67358.20"
"NIFTY NEXT 50","29 May 2024","68191","68535.45","67899.85","68070.50"
"NIFTY NEXT 50","28 May 2024","69343.65","69453.8","68032.2","68545.60"
"NIFTY NEXT 50","27 May 2024","69427.45","69599.65","68564.65","69136.30"
"NIFTY NEXT 50","24 May 2024","68949.1","69458.95","68671.5","69033.25"
"NIFTY NEXT 50","23 May 2024","68546","68858","68226.55","68819.80"
"NIFTY NEXT 50","22 May 2024","68573.7","68611.35","67662.05","68328.25"
"NIFTY NEXT 50","21 May 2024","68054.05","68324.25","67706.9","68241.75"
"NIFTY NEXT 50","18 May 2024","67450.6","67724.4","67371.05","67657.00"
"NIFTY NEXT 50","17 May 2024","66564.05","67181.25","66475.7","67105.05"
"NIFTY NEXT 50","16 May 2024","66020.9","66483.9","65444.6","66320.20"
"NIFTY NEXT 50","15 May 2024","65723.8","65915.55","65422.85","65643.70"
"NIFTY NEXT 50","14 May 2024","64584.5","65388.65","64508.15","65304.80"
"NIFTY NEXT 50","13 May 2024","64190.1","64453.85","62941.2","64354.40"
"NIFTY NEXT 50","10 May 2024","63788.25","64056.8","63019","63934.20"
"NIFTY NEXT 50","09 May 2024","64983","65063.8","63284.25","63411.10"
"NIFTY NEXT 50","08 May 2024","63908.05","65076","63562.9","64784.25"
"NIFTY NEXT 50","07 May 2024","65179.65","65332.1","63550.25","63937.35"
"NIFTY NEXT 50","06 May 2024","65829.5","65865.4","64398.1","64937.40"
"NIFTY NEXT 50","03 May 2024","66450.35","66456.25","65190.75","65770.50"
"NIFTY NEXT 50","02 May 2024","65149.45","66058.05","65090.8","66008.85"
"NIFTY NEXT 50","30 Apr 2024","64887.25","65421.4","64802.6","64900.50"
"NIFTY NEXT 50","29 Apr 2024","64508.35","64652.35","64094.15","64488.05"
"NIFTY NEXT 50","26 Apr 2024","63911.45","64375.25","63905.35","64134.55"
"NIFTY NEXT 50","25 Apr 2024","63317.1","63766.35","63153.5","63704.45"
"NIFTY NEXT 50","24 Apr 2024","63003.25","63460.1","62945.5","63277.40"
"NIFTY NEXT 50","23 Apr 2024","63068.9","63068.9","62703.4","62798.55"
"NIFTY NEXT 50","22 Apr 2024","62514.15","62759.35","62204.95","62683.65"
"NIFTY NEXT 50","19 Apr 2024","61469.45","62051.7","60647.25","61887.90"
"NIFTY NEXT 50","18 Apr 2024","62594.55","63033.6","61751.9","61989.20"
"NIFTY NEXT 50","16 Apr 2024","61789.8","62331.55","61475.35","62057.50"
"NIFTY NEXT 50","15 Apr 2024","62076.25","62716.65","61330","62008.15"
"NIFTY NEXT 50","12 Apr 2024","63377.3","63735.35","62987.6","63067.85"
"NIFTY NEXT 50","10 Apr 2024","63030.90","63460.85","63020.10","63325.45"
"NIFTY NEXT 50","09 Apr 2024","63240.00","63256.50","62500.15","62794.05"
"NIFTY NEXT 50","08 Apr 2024","63097.50","63242.85","62861.35","62993.60"
"NIFTY NEXT 50","05 Apr 2024","62209.65","62734.75","62019.30","62696.10"
"NIFTY NEXT 50","04 Apr 2024","62882.15","62951.00","62005.55","62158.95"
"NIFTY NEXT 50","03 Apr 2024","62180.85","62480.90","61983.55","62423.75"
"NIFTY NEXT 50","02 Apr 2024","61882.65","62296.85","61722.80","62254.10"
"NIFTY NEXT 50","01 Apr 2024","61107.05","61755.35","61068.35","61634.60"
"NIFTY NEXT 50","28 Mar 2024","60079.70","60842.35","60026.00","60624.30"
"NIFTY NEXT 50","27 Mar 2024","60098.10","60352.25","59833.25","59911.70"
"NIFTY NEXT 50","26 Mar 2024","59000.05","59858.55","58991.80","59801.50"
"NIFTY NEXT 50","22 Mar 2024","58987.10","59326.25","58644.30","59188.90"
"NIFTY NEXT 50","21 Mar 2024","58110.10","58986.50","58075.50","58918.30"
"NIFTY NEXT 50","20 Mar 2024","57583.35","57798.00","56678.90","57581.45"
"NIFTY NEXT 50","19 Mar 2024","58403.55","58403.95","57319.25","57402.70"
"NIFTY NEXT 50","18 Mar 2024","58072.85","58563.15","57808.70","58422.00"
"NIFTY NEXT 50","15 Mar 2024","58414.35","58661.10","57184.20","58058.80"
"NIFTY NEXT 50","14 Mar 2024","56938.45","58639.85","56430.85","58520.20"
"NIFTY NEXT 50","13 Mar 2024","59466.80","59661.80","56716.85","57149.55"
"NIFTY NEXT 50","12 Mar 2024","60361.20","60418.80","59294.60","59377.20"
"NIFTY NEXT 50","11 Mar 2024","60467.45","60920.25","60203.75","60311.15"
"NIFTY NEXT 50","07 Mar 2024","59934.65","60573.10","59929.10","60323.90"
"NIFTY NEXT 50","06 Mar 2024","60033.75","60048.85","58900.15","59806.10"
"NIFTY NEXT 50","05 Mar 2024","60079.95","60225.55","59858.30","59981.35"
"NIFTY NEXT 50","04 Mar 2024","59936.00","60045.60","59648.85","59944.20"
"NIFTY NEXT 50","02 Mar 2024","59720.95","59867.45","59669.35","59783.70"
"NIFTY NEXT 50","01 Mar 2024","59315.40","59578.20","59213.70","59506.75"
"NIFTY NEXT 50","29 Feb 2024","58390.80","59256.30","57803.70","58991.35"
"NIFTY NEXT 50","28 Feb 2024","59296.00","59370.00","58218.10","58387.30"
"NIFTY NEXT 50","27 Feb 2024","59246.05","59633.60","58885.05","59150.65"
"NIFTY NEXT 50","26 Feb 2024","59146.85","59375.05","58998.25","59198.55"
"NIFTY NEXT 50","23 Feb 2024","59172.95","59331.45","58811.95","59153.75"
"NIFTY NEXT 50","22 Feb 2024","58638.45","59080.40","58006.90","58999.00"
"NIFTY NEXT 50","21 Feb 2024","58913.60","59104.80","58204.25","58386.50"
"NIFTY NEXT 50","20 Feb 2024","58702.40","58767.20","58428.25","58706.40"
"NIFTY NEXT 50","19 Feb 2024","58838.30","58897.75","58548.40","58650.30"
"NIFTY NEXT 50","16 Feb 2024","58460.85","58694.90","58393.60","58586.15"
"NIFTY NEXT 50","15 Feb 2024","58073.50","58241.20","57931.60","58185.90"
"NIFTY NEXT 50","14 Feb 2024","56477.15","57806.70","56274.70","57672.40"
"NIFTY NEXT 50","13 Feb 2024","56425.10","56939.95","55701.90","56893.05"
"NIFTY NEXT 50","12 Feb 2024","57559.70","57698.70","56104.00","56323.70"
"NIFTY NEXT 50","09 Feb 2024","57811.55","57834.60","56263.40","57432.90"
"NIFTY NEXT 50","08 Feb 2024","57754.20","57927.70","57388.45","57660.70"
"NIFTY NEXT 50","07 Feb 2024","56931.25","57489.55","56600.40","57386.60"
"NIFTY NEXT 50","06 Feb 2024","55935.45","56530.40","55504.05","56465.45"
"NIFTY NEXT 50","05 Feb 2024","56330.55","56535.35","55463.50","55669.85"
"NIFTY NEXT 50","02 Feb 2024","55852.80","56218.25","55818.60","55940.30"
"NIFTY NEXT 50","01 Feb 2024","55673.85","55858.30","55168.60","55508.85"
"NIFTY NEXT 50","31 Jan 2024","54916.10","55346.55","54800.10","55299.25"
"NIFTY NEXT 50","30 Jan 2024","55249.25","55507.15","54763.75","54826.20"
"NIFTY NEXT 50","29 Jan 2024","54564.20","55081.20","54369.40","55012.60"
"NIFTY NEXT 50","25 Jan 2024","54493.20","54493.20","53779.50","54291.75"
"NIFTY NEXT 50","24 Jan 2024","53419.05","54272.05","52872.95","54208.30"
"NIFTY NEXT 50","23 Jan 2024","55218.25","55227.70","53009.75","53294.70"
"NIFTY NEXT 50","20 Jan 2024","54970.90","55038.55","54459.35","54727.20"
"NIFTY NEXT 50","19 Jan 2024","54297.25","54741.80","54250.95","54709.00"
"NIFTY NEXT 50","18 Jan 2024","54052.55","54150.95","52766.30","53948.40"
"NIFTY NEXT 50","17 Jan 2024","54478.65","54813.10","54116.55","54206.25"
"NIFTY NEXT 50","16 Jan 2024","55013.00","55056.75","54515.00","54816.90"
"NIFTY NEXT 50","15 Jan 2024","55013.20","55025.60","54530.60","54936.65"
"NIFTY NEXT 50","12 Jan 2024","54847.60","54852.90","54587.10","54742.90"
"NIFTY NEXT 50","11 Jan 2024","54355.25","54675.55","54318.90","54595.60"
"NIFTY NEXT 50","10 Jan 2024","53997.65","54131.95","53490.05","54077.65"
"NIFTY NEXT 50","09 Jan 2024","54115.20","54297.60","53891.65","53960.65"
"NIFTY NEXT 50","08 Jan 2024","54450.00","54450.00","53670.00","53728.90"
"NIFTY NEXT 50","05 Jan 2024","54582.05","54687.60","53949.00","54295.25"
"NIFTY NEXT 50","04 Jan 2024","53908.95","54434.20","53897.80","54359.95"
"NIFTY NEXT 50","03 Jan 2024","53408.35","53842.10","53225.20","53680.35"
"NIFTY NEXT 50","02 Jan 2024","53586.35","53604.40","52605.20","53277.50"
"NIFTY NEXT 50","01 Jan 2024","53551.60","53648.95","53297.90","53409.80"
"NIFTY NEXT 50","29 Dec 2023","53033.55","53388.90","52845.05","53344.80"
"NIFTY NEXT 50","28 Dec 2023","52906.75","53038.65","52734.80","52964.10"
"NIFTY NEXT 50","27 Dec 2023","52699.35","52875.00","52428.95","52680.20"
"NIFTY NEXT 50","26 Dec 2023","52201.05","52483.30","52113.20","52434.85"
"NIFTY NEXT 50","22 Dec 2023","51845.95","51999.50","51514.95","51944.00"
"NIFTY NEXT 50","21 Dec 2023","50385.35","51594.25","50102.95","51520.65"
"NIFTY NEXT 50","20 Dec 2023","52734.65","52823.40","50688.00","50844.60"
"NIFTY NEXT 50","19 Dec 2023","52481.85","52515.80","51917.70","52387.20"
"NIFTY NEXT 50","18 Dec 2023","52090.00","52369.00","51796.75","52301.00"
"NIFTY NEXT 50","15 Dec 2023","52191.60","52210.55","51836.25","51957.35"
"NIFTY NEXT 50","14 Dec 2023","51651.25","52004.70","51540.75","51925.45"
"NIFTY NEXT 50","13 Dec 2023","50984.65","51321.60","50687.45","51273.50"
"NIFTY NEXT 50","12 Dec 2023","51324.15","51352.45","50583.90","50813.20"
"NIFTY NEXT 50","11 Dec 2023","50770.10","51172.95","50696.85","51139.65"
"NIFTY NEXT 50","08 Dec 2023","51197.70","51289.55","50079.00","50608.75"
"NIFTY NEXT 50","07 Dec 2023","50753.20","50987.25","50544.35","50920.60"
"NIFTY NEXT 50","06 Dec 2023","50223.45","50621.80","50184.35","50517.35"
"NIFTY NEXT 50","05 Dec 2023","49568.00","49956.60","49405.70","49937.35"
"NIFTY NEXT 50","04 Dec 2023","49347.55","49473.10","49071.40","49424.80"
"NIFTY NEXT 50","01 Dec 2023","48373.10","48565.55","48197.45","48486.40"
"NIFTY NEXT 50","30 Nov 2023","47550.50","48082.95","47382.70","48020.40"
"NIFTY NEXT 50","29 Nov 2023","47471.95","47556.40","47414.20","47487.50"
"NIFTY NEXT 50","28 Nov 2023","46793.30","47216.25","46718.60","47161.95"
"NIFTY NEXT 50","24 Nov 2023","46762.80","46819.00","46578.10","46607.75"
"NIFTY NEXT 50","23 Nov 2023","46651.40","46781.40","46549.45","46675.55"
"NIFTY NEXT 50","22 Nov 2023","46768.75","46851.15","46367.85","46541.15"
"NIFTY NEXT 50","21 Nov 2023","46887.60","46935.15","46683.95","46718.25"
"NIFTY NEXT 50","20 Nov 2023","46943.55","46948.55","46640.45","46716.90"
"NIFTY NEXT 50","17 Nov 2023","46510.90","46870.75","46422.90","46838.25"
"NIFTY NEXT 50","16 Nov 2023","46486.45","46691.25","46330.25","46591.55"
"NIFTY NEXT 50","15 Nov 2023","46348.05","46478.55","46155.05","46425.55"
"NIFTY NEXT 50","13 Nov 2023","45898.20","46009.85","45739.65","45986.70"
"NIFTY NEXT 50","12 Nov 2023","46070.30","46090.10","45897.10","45942.95"
"NIFTY NEXT 50","10 Nov 2023","45568.65","45767.50","45378.50","45724.20"
"NIFTY NEXT 50","09 Nov 2023","45996.20","46011.25","45628.15","45660.40"
"NIFTY NEXT 50","08 Nov 2023","45798.85","45912.20","45695.65","45894.90"
"NIFTY NEXT 50","07 Nov 2023","45302.50","45641.15","45137.85","45593.30"
"NIFTY NEXT 50","06 Nov 2023","45061.80","45269.35","44985.35","45227.45"
"NIFTY NEXT 50","03 Nov 2023","44691.35","44907.90","44613.35","44885.00"
"NIFTY NEXT 50","02 Nov 2023","44114.75","44478.35","44086.30","44451.10"
"NIFTY NEXT 50","01 Nov 2023","44122.15","44216.25","43718.65","43783.15"
"NIFTY NEXT 50","31 Oct 2023","44133.90","44183.05","43890.95","44019.10"
"NIFTY NEXT 50","30 Oct 2023","43923.85","43982.85","43462.85","43906.60"
"NIFTY NEXT 50","27 Oct 2023","43257.75","43939.40","43252.50","43837.50"
"NIFTY NEXT 50","26 Oct 2023","43226.30","43228.40","42539.15","42994.50"
"NIFTY NEXT 50","25 Oct 2023","43762.45","44022.85","43144.15","43418.65"
"NIFTY NEXT 50","23 Oct 2023","44552.80","44604.15","43574.55","43684.75"
"NIFTY NEXT 50","20 Oct 2023","44883.85","44911.10","44464.85","44547.65"
"NIFTY NEXT 50","19 Oct 2023","44911.55","45065.80","44682.25","44974.50"
"NIFTY NEXT 50","18 Oct 2023","45625.95","45636.45","45011.10","45120.25"
"NIFTY NEXT 50","17 Oct 2023","45595.15","45652.65","45518.70","45586.75"
"NIFTY NEXT 50","16 Oct 2023","45271.60","45502.95","45202.40","45421.45"
"NIFTY NEXT 50","13 Oct 2023","45158.20","45403.00","45114.95","45290.30"
"NIFTY NEXT 50","12 Oct 2023","45368.75","45435.10","45285.15","45342.00"
"NIFTY NEXT 50","11 Oct 2023","45199.35","45382.35","45160.05","45237.05"
"NIFTY NEXT 50","10 Oct 2023","44596.70","45035.05","44581.00","45006.20"
"NIFTY NEXT 50","09 Oct 2023","44550.90","44605.00","44251.25","44407.10"
"NIFTY NEXT 50","06 Oct 2023","44886.40","44987.05","44780.20","44950.40"
"NIFTY NEXT 50","05 Oct 2023","44759.85","44862.95","44521.75","44669.65"
"NIFTY NEXT 50","04 Oct 2023","45068.70","45084.70","44337.75","44560.85"
"NIFTY NEXT 50","03 Oct 2023","45133.15","45213.50","44901.85","45186.75"
"NIFTY NEXT 50","29 Sep 2023","44739.55","45163.70","44672.65","45036.65"
"NIFTY NEXT 50","28 Sep 2023","45286.20","45311.85","44469.90","44548.80"
"NIFTY NEXT 50","27 Sep 2023","45173.50","45245.00","44896.75","45222.60"
